iter	Passed	Remaining
882	34336	4549
883	34368	4509
884	34398	4469
885	34431	4430
886	34463	4390
887	34493	4350
888	34525	4310
889	34556	4270
890	34588	4231
891	34621	4191
892	34654	4152
893	34686	4112
894	34717	4073
895	34747	4033
896	34784	3994
897	34815	3954
898	34849	3915
899	34878	3875
900	34908	3835
901	34939	3796
902	35123	3772
903	35184	3736
904	35290	3704
905	35398	3672
906	35687	3659
907	35792	3626
908	35902	3594
909	36008	3561
910	36168	3533
911	36253	3498
912	36310	3460
913	36352	3420
914	36396	3381
915	36447	3342
916	36517	3305
917	36564	3266
918	36607	3226
919	36657	3187
920	36702	3148
921	36747	3108
922	36787	3068
923	36833	3029
924	36881	2990
925	36915	2950
926	36950	2909
927	36983	2869
928	37013	2828
929	37042	2788
930	37073	2747
931	37100	2706
932	37134	2666
933	37165	2626
934	37197	2585
935	37233	2545
936	37273	2506
937	37307	2465
938	37343	2425
939	37378	2385
940	37425	2346
941	37476	2307
942	37513	2267
943	37555	2227
944	37591	2187
945	37637	2148
946	37684	2109
947	37766	2071
948	37828	2032
949	37943	1997
950	38005	1958
951	38045	1918
952	38082	1878
953	38124	1838
954	38169	1798
955	38209	1758
956	38271	1719
957	38322	1680
958	38365	1640
959	38401	1600
960	38428	1559
961	38452	1518
962	38476	1478
963	38500	1437
964	38525	1397
965	38552	1356
966	38579	1316
967	38605	1276
968	38633	1235
969	38657	1195
970	38684	1155
971	38710	1115
972	38741	1075
973	38770	1034
974	38796	994
975	38823	954
976	38849	914
977	38878	874
978	38904	834
979	38931	794
980	38956	754
981	38982	714
982	39008	674
983	39036	634
984	39066	594
985	39099	555
986	39127	515
987	39153	475
988	39180	435
989	39207	396
990	39240	356
991	39270	316
992	39300	277
993	39330	237
994	39359	197
995	39387	158
996	39412	118
997	39442	79
998	39470	39
999	39493	0
93	42655	257
994	42696	214
995	42732	171
996	42769	128
997	42807	85
998	42853	42
999	42905	0
	7476
947	133631	7329
948	133675	7183
949	133714	7037
950	133759	6891
951	133807	6746
952	133849	6601
953	133892	6456
954	133937	6311
955	133981	6166
956	134025	6022
957	134064	5877
958	134103	5733
959	134141	5589
960	134182	5445
961	134223	5301
962	134262	5158
963	134302	5015
964	134341	4872
965	134382	4729
966	134425	4587
967	134523	4447
968	134575	4305
969	134624	4163
970	134675	4022
971	134723	3880
972	134774	3739
973	134819	3598
974	134869	3458
975	134916	3317
976	134967	3177
977	135010	3037
978	135062	2897
979	135104	2757
980	135150	2617
981	135205	2478
982	135247	2338
983	135288	2199
984	135328	2060
985	135368	1922
986	135408	1783
987	135446	1645
988	135486	1506
989	135530	1368
990	135576	1231
991	135625	1093
992	135675	956
993	135718	819
994	135760	682
995	135809	545
996	135853	408
997	135900	272
998	135950	136
999	135994	0
